Timestamp,X_Coordinate,Y_Coordinate,Slope_Angle_Degrees,Bench_Height_Meters,Joint_Density_per_sqm,Seismic_Vibration_mm_s,Blasting_Proximity_Meters,Displacement_mm_24hrs,Rainfall_mm_past_24hrs,Temperature_C,Risk_Score_0_10,Rock_Type_Category,Alert_Status
2024-06-02 08:00:00,302.1279622074853,281.2298233545389,71.3,8.5,4.74,0.78,330.0,0.05,0.79,38.3,4.85,Sandstone,0
2024-06-02 09:00:00,543.0534965903196,343.800168121658,36.9,19.4,1.08,1.95,334.0,0.64,2.39,29.4,3.65,Shale,0
2024-06-02 10:00:00,313.866238616145,269.5059531182174,72.5,17.4,1.28,0.92,300.0,0.45,1.16,17.3,3.91,Shale,0
2024-06-02 11:00:00,600.4887560644387,231.14125952632116,43.0,6.8,6.2,0.9,472.0,2.4,1.43,36.7,5.38,Sandstone,0
2024-06-02 12:00:00,236.78625178853815,829.0896275322331,67.3,7.3,6.03,1.93,472.0,1.15,2.6,43.6,5.22,Granite,0
2024-06-02 13:00:00,778.5420522453865,976.8447076112078,61.1,7.2,6.76,1.63,204.0,0.08,2.57,10.8,5.64,Sandstone,0
2024-06-02 14:00:00,628.1616213178031,131.43529322469752,81.1,19.5,0.94,0.93,255.0,1.06,0.93,38.6,4.81,Basalt,0
2024-06-02 15:00:00,460.00538177152794,680.5939527745142,51.3,7.8,1.67,1.29,407.0,0.1,2.17,37.5,3.49,Sandstone,0
2024-06-02 16:00:00,771.7591775387755,599.3678113197465,33.6,14.4,6.68,0.92,430.0,0.85,0.55,35.4,4.08,Granite,0
2024-06-02 17:00:00,853.1636765572131,253.56957416719086,31.1,12.1,5.8,0.65,238.0,1.57,0.51,15.8,4.43,Basalt,0
2024-06-02 18:00:00,976.4432664603528,365.8616295864932,75.5,16.0,6.47,1.32,207.0,2.38,1.25,35.8,6.32,Granite,0
2024-06-02 19:00:00,913.9495452826428,200.01585672243215,58.9,19.1,7.92,1.06,419.0,0.25,1.17,8.2,4.9,Limestone,0
2024-06-02 20:00:00,964.7552796540874,667.3322725413981,72.6,18.7,6.93,0.84,220.0,0.75,1.69,9.2,5.57,Sandstone,0
2024-06-02 21:00:00,746.6757784408776,874.1892319274908,42.9,15.3,4.21,2.06,232.0,1.01,1.6,17.3,5.14,Basalt,0
2024-06-02 22:00:00,226.5989980783781,803.8246346277003,49.0,14.3,2.56,0.85,111.0,0.59,1.73,15.3,3.42,Sandstone,0
2024-06-02 23:00:00,113.48119195823729,265.67640968980453,31.7,13.0,4.6,1.29,294.0,0.07,2.72,24.0,4.34,Basalt,0
2024-06-03 00:00:00,505.7742168495693,128.0345351744152,82.9,22.2,5.14,1.88,197.0,0.43,3.26,27.6,5.84,Basalt,0
2024-06-03 01:00:00,730.3837894935214,563.5399274768538,66.7,11.6,2.75,1.1,316.0,0.65,1.89,17.0,3.93,Limestone,0
2024-06-03 02:00:00,394.5976699331869,617.7980568182371,81.3,10.2,6.19,0.91,252.0,0.37,1.21,32.8,5.19,Sandstone,0
2024-06-03 03:00:00,734.3107652036573,295.198744860738,44.6,19.9,0.83,1.38,387.0,0.16,1.1,5.3,3.34,Sandstone,0
2024-06-03 04:00:00,318.2681115816865,209.31293799174006,63.6,12.2,6.26,1.47,175.0,0.3,1.21,14.2,4.62,Granite,0
2024-06-03 05:00:00,551.1542049336188,895.3947053864864,67.3,21.9,0.35,1.73,127.0,0.91,0.92,19.1,4.15,Basalt,0
2024-06-03 06:00:00,526.587738902931,370.1066127876992,47.5,11.6,4.03,2.58,366.0,0.55,1.94,20.8,4.6,Shale,0
2024-06-03 07:00:00,734.5395511135736,555.7062025666437,76.6,19.0,6.91,1.02,223.0,0.59,2.06,19.6,5.42,Basalt,0
2024-06-03 08:00:00,695.4230353194762,522.3513422869062,82.1,5.9,0.78,1.32,304.0,0.29,0.89,5.5,3.62,Granite,0
2024-06-03 09:00:00,492.5522623014558,953.5726225645587,78.7,12.7,4.19,0.74,473.0,0.56,1.12,42.5,4.35,Granite,0
2024-06-03 10:00:00,281.85447603108594,452.74634018458636,70.6,11.9,1.36,1.59,268.0,0.04,0.5,35.5,3.01,Sandstone,0
2024-06-03 11:00:00,776.4414359134299,920.6734515514911,45.3,21.3,7.17,1.31,119.0,0.35,1.17,5.2,5.15,Limestone,0
2024-06-03 12:00:00,692.4946084778296,411.283419210329,45.5,24.3,6.68,1.14,242.0,0.25,1.25,19.0,4.86,Basalt,0
2024-06-03 13:00:00,164.18609342497228,920.6165510099461,83.0,14.2,7.48,0.95,265.0,0.38,0.7,22.7,4.84,Limestone,0
2024-06-03 14:00:00,523.3129769969678,101.22877932578585,30.6,21.5,7.01,1.06,395.0,0.11,0.94,13.7,3.78,Granite,0
2024-06-03 15:00:00,630.6761765581881,297.344535705172,69.4,19.0,5.92,1.34,138.0,0.53,0.69,41.6,5.74,Basalt,0
2024-06-03 16:00:00,921.7241304050932,447.48894141776253,68.8,24.3,1.56,0.83,206.0,2.52,0.56,34.2,3.9,Sandstone,0
2024-06-03 17:00:00,805.2382390344771,878.494680024034,64.2,21.2,2.49,1.08,73.0,0.4,2.56,39.5,5.28,Granite,0
2024-06-03 18:00:00,154.54556650213553,856.1714112416909,84.5,6.5,4.03,1.23,366.0,0.39,0.56,34.5,4.88,Granite,0
2024-06-03 19:00:00,877.7667540584831,364.0510605139519,47.2,19.3,4.75,0.66,385.0,4.52,1.29,19.2,5.28,Shale,0
2024-06-03 20:00:00,401.6294343868302,555.9641596582902,48.7,15.7,6.28,0.8,256.0,0.14,1.99,24.1,3.95,Granite,0
2024-06-03 21:00:00,906.6954900863882,591.4117337773896,34.3,5.3,1.89,0.94,292.0,0.6,2.49,7.4,3.23,Granite,0
2024-06-03 22:00:00,444.08239323897465,985.4131663420944,54.4,10.0,1.11,2.29,387.0,1.79,0.72,21.9,4.59,Shale,0
2024-06-03 23:00:00,883.3142876817933,409.6491411945245,44.4,23.4,3.91,0.88,171.0,0.25,2.31,37.1,4.1,Sandstone,0
2024-06-04 00:00:00,321.12199666404047,958.6975742839376,48.9,23.5,1.35,1.19,323.0,0.86,1.32,34.9,3.2,Basalt,0
2024-06-04 01:00:00,528.0985318713876,553.5592749037969,75.9,21.0,5.58,0.81,484.0,0.43,1.63,36.4,4.39,Shale,0
2024-06-04 02:00:00,629.0600662876951,688.8624064564718,81.5,24.6,4.65,0.9,346.0,0.13,2.94,15.8,5.03,Sandstone,0
2024-06-04 03:00:00,545.5141602093622,708.2639633243305,40.2,21.1,5.95,0.69,85.0,0.31,1.66,9.0,3.69,Basalt,0
2024-06-04 04:00:00,487.70017131620796,629.2456752184113,50.5,5.2,0.6,1.6,181.0,0.36,0.77,23.4,3.26,Granite,0
2024-06-04 05:00:00,230.295869927644,666.9876138081836,81.1,10.8,7.72,0.72,284.0,0.19,0.44,24.2,5.58,Shale,0
2024-06-04 06:00:00,898.1006194759029,908.0225996171977,33.4,5.6,0.1,1.76,83.0,0.07,1.68,30.0,2.22,Granite,0
2024-06-04 07:00:00,559.0856138417233,474.9165879610081,35.1,6.9,2.67,1.47,354.0,0.24,1.5,8.8,3.42,Limestone,0
2024-06-04 08:00:00,849.5430678306808,700.6736061881625,39.0,9.4,5.47,1.19,344.0,0.08,0.82,6.5,4.02,Sandstone,0
2024-06-04 09:00:00,559.3209684279948,323.8890577039582,62.7,15.1,0.46,1.78,444.0,0.63,1.34,34.9,4.43,Limestone,0
2024-06-04 10:00:00,547.7085437516107,749.935901594748,38.3,22.0,0.76,4.23,275.0,0.64,0.62,30.6,5.14,Shale,0
2024-06-04 11:00:00,172.94746218586397,990.397487574967,83.2,22.2,0.71,1.48,361.0,0.1,1.46,13.8,4.03,Sandstone,0
2024-06-04 12:00:00,138.84504984738982,829.5618273119142,54.6,17.3,4.69,0.78,132.0,0.4,0.62,38.6,3.37,Shale,0
2024-06-04 13:00:00,511.0036494056195,191.00724575547144,57.6,23.6,7.18,2.22,51.0,0.1,2.24,18.9,5.78,Shale,0
2024-06-04 14:00:00,162.3373503936537,680.7029432741308,43.6,15.0,4.49,1.32,128.0,0.26,3.49,24.2,5.02,Basalt,0
2024-06-04 15:00:00,558.3639898374228,462.18932689699284,55.9,22.8,4.87,2.84,78.0,0.19,1.41,10.0,5.19,Limestone,0
2024-06-04 16:00:00,333.26051466050967,454.72728465543395,66.4,14.1,2.83,1.0,242.0,0.59,1.48,43.9,3.12,Sandstone,0
2024-06-04 17:00:00,680.8124839278149,454.8992995322181,71.3,10.5,0.25,2.04,261.0,0.07,1.64,34.0,4.8,Sandstone,0
2024-06-04 18:00:00,445.41383097829123,720.6876124340615,71.5,23.3,0.27,1.22,340.0,0.98,1.4,14.6,3.77,Sandstone,0
2024-06-04 19:00:00,388.6717170461408,148.06651183346565,61.8,12.8,7.12,3.53,113.0,1.26,0.71,43.0,7.77,Shale,1
2024-06-04 20:00:00,973.3679042573336,453.5573007396893,79.7,15.1,0.91,1.09,147.0,0.32,2.48,20.3,3.75,Granite,0
2024-06-04 21:00:00,613.7982416652109,167.2055118864115,75.0,11.6,8.0,4.06,409.0,0.1,1.53,22.0,7.55,Limestone,1
2024-06-04 22:00:00,208.31067919550065,920.2833494368771,71.6,18.3,1.4,1.46,309.0,0.05,1.62,11.6,3.7,Limestone,0
2024-06-04 23:00:00,848.157784708074,150.71075524340108,33.1,24.9,5.43,1.71,63.0,1.1,2.02,22.1,5.15,Sandstone,0
2024-06-05 00:00:00,872.200962685105,221.82315865944662,30.4,5.5,7.6,2.41,432.0,2.67,1.98,43.9,6.42,Basalt,0
2024-06-05 01:00:00,937.0283929027856,416.9145311711254,41.7,23.0,2.96,0.89,333.0,0.38,2.26,22.3,3.73,Granite,0
2024-06-05 02:00:00,105.96157723220261,664.0239454230083,66.5,5.1,5.9,1.8,134.0,0.12,1.53,33.0,5.29,Granite,0
2024-06-05 03:00:00,781.635079724246,571.0254790030244,52.6,12.3,2.87,1.09,163.0,0.12,0.79,44.1,4.08,Limestone,0
2024-06-05 04:00:00,790.16314641194,546.0018041358237,52.1,8.4,2.51,1.3,299.0,1.2,1.5,29.9,3.79,Granite,0
2024-06-05 05:00:00,261.96636586334046,119.01589231527214,78.7,20.1,1.69,1.26,302.0,0.44,1.21,16.4,4.67,Granite,0
2024-06-05 06:00:00,540.6556559242174,692.3819991474194,79.3,6.0,6.59,1.54,412.0,0.14,0.79,18.7,5.94,Limestone,0
2024-06-05 07:00:00,484.0457886223332,435.9572413117564,80.0,16.1,2.13,1.51,211.0,3.67,2.52,14.5,6.65,Basalt,0
2024-06-05 08:00:00,200.4456281338498,740.9159708462133,47.3,10.9,2.34,0.97,297.0,1.05,1.13,42.9,3.14,Sandstone,0
2024-06-05 09:00:00,984.6541440475982,480.1778007548471,68.0,7.7,7.99,1.28,312.0,0.64,1.37,40.7,4.67,Limestone,0
2024-06-05 10:00:00,765.4495274476553,848.2161754577052,44.9,20.4,2.69,0.48,301.0,0.21,0.85,30.4,2.63,Granite,0
2024-06-05 11:00:00,205.58877136101177,282.733791514363,40.5,9.3,3.44,1.81,83.0,1.27,1.19,8.2,4.09,Limestone,0
2024-06-05 12:00:00,603.6024331377521,716.2209787754831,40.2,9.5,7.92,2.41,235.0,0.89,1.95,36.7,5.73,Granite,0
2024-06-05 13:00:00,570.5905566304701,916.1877743230245,48.8,10.5,3.02,1.32,202.0,0.33,3.4,37.7,5.35,Limestone,0
2024-06-05 14:00:00,541.776834090336,212.76670204679604,53.6,16.7,2.99,0.64,497.0,1.09,0.59,35.0,3.28,Basalt,0
2024-06-05 15:00:00,549.7664810527722,949.5053607927201,75.7,18.2,6.64,1.64,260.0,1.05,1.24,11.9,5.29,Granite,0
2024-06-05 16:00:00,130.13554922025676,485.9774093615828,36.6,5.4,2.56,0.9,246.0,0.48,0.26,16.3,2.58,Sandstone,0
2024-06-05 17:00:00,688.5165013638112,472.0582637660006,70.4,9.8,1.95,1.31,268.0,0.12,0.99,37.5,4.4,Shale,0
2024-06-05 18:00:00,862.3583794242724,207.34794351897037,59.2,13.6,3.44,1.61,464.0,0.13,1.3,22.7,4.2,Granite,0
2024-06-05 19:00:00,816.6859645825017,902.3158929484242,45.8,11.6,5.64,1.52,325.0,0.08,1.33,14.7,4.65,Limestone,0
2024-06-05 20:00:00,297.7341161753021,688.9848388398387,57.1,22.7,0.44,1.88,225.0,1.38,2.77,30.7,5.56,Sandstone,0
2024-06-05 21:00:00,430.7388949214868,875.9481108145762,46.5,20.8,3.05,1.3,461.0,0.09,1.09,28.7,3.29,Shale,0
2024-06-05 22:00:00,803.793800813899,739.2853146219735,62.8,17.5,2.84,1.31,468.0,0.38,2.67,25.8,4.94,Granite,0
2024-06-05 23:00:00,686.058250305143,509.6525467193884,53.9,11.8,2.03,1.64,169.0,0.07,1.38,18.8,4.22,Limestone,0
2024-06-06 00:00:00,798.430758268936,515.013983774997,39.0,19.0,5.27,1.19,227.0,1.98,0.95,36.0,4.45,Basalt,0
2024-06-06 01:00:00,840.1041099749228,864.0360892835384,36.4,21.9,2.39,0.93,485.0,0.12,1.34,27.8,3.36,Granite,0
2024-06-06 02:00:00,932.0098250125109,526.8235618198439,60.1,16.9,4.89,1.46,293.0,0.51,1.3,39.6,4.82,Basalt,0
2024-06-06 03:00:00,209.3465890753991,236.1779089285173,79.6,20.7,4.08,0.78,244.0,0.08,1.35,38.2,5.05,Shale,0
2024-06-06 04:00:00,287.0383936634563,421.57582316715553,48.9,20.0,1.82,1.18,138.0,0.88,0.86,42.7,3.58,Shale,0
2024-06-06 05:00:00,973.0364347241616,837.8323101645411,70.3,16.4,2.21,0.7,223.0,1.09,0.86,34.6,3.11,Shale,0
2024-06-06 06:00:00,908.9292494323929,123.43115403256152,66.2,11.2,1.45,0.98,334.0,0.37,2.15,10.5,2.62,Shale,0
2024-06-06 07:00:00,587.3663491056998,555.030973646405,81.2,19.9,0.55,0.99,67.0,0.34,2.07,19.6,4.42,Sandstone,0
2024-06-06 08:00:00,642.9584908804859,400.6888259560724,75.2,9.1,4.99,0.82,87.0,0.83,0.81,35.1,4.68,Granite,0
2024-06-06 09:00:00,256.34387637756913,454.0553023328412,61.2,20.6,5.42,1.9,52.0,0.2,1.14,10.4,4.34,Basalt,0
2024-06-06 10:00:00,353.04462197785233,348.154713312358,66.1,21.1,1.41,1.84,149.0,1.09,1.48,32.1,5.02,Granite,0
2024-06-06 11:00:00,438.456275049239,767.5962594459227,79.4,21.4,4.96,2.07,132.0,0.49,1.84,18.1,6.38,Shale,0
2024-06-06 12:00:00,399.77131854168954,949.8262483283328,52.0,14.5,7.86,1.13,433.0,0.08,1.34,14.4,4.68,Sandstone,0
2024-06-06 13:00:00,787.7324992554151,416.2365405725543,48.0,8.8,0.69,1.03,133.0,2.33,2.17,26.8,4.17,Granite,0
2024-06-06 14:00:00,957.1774625430177,511.47398937888823,30.6,7.0,3.97,1.68,348.0,0.44,1.17,8.6,4.1,Granite,0
2024-06-06 15:00:00,764.0196117588406,727.3652307529512,75.5,19.9,5.89,1.29,103.0,0.26,2.65,32.8,5.5,Limestone,0
2024-06-06 16:00:00,879.3513678693652,520.8567379001747,74.1,22.7,0.46,1.28,317.0,0.43,4.38,21.3,4.24,Basalt,0
2024-06-06 17:00:00,718.199429862694,588.9163488807781,35.7,18.0,6.25,0.44,246.0,0.18,1.27,28.9,2.91,Basalt,0
2024-06-06 18:00:00,178.90064431860338,604.1049238819619,61.7,7.9,7.84,1.65,234.0,0.32,1.47,8.5,4.96,Limestone,0
2024-06-06 19:00:00,591.163543990599,677.0573893230337,55.5,23.7,0.8,1.57,435.0,0.81,0.76,22.5,3.55,Basalt,0
2024-06-06 20:00:00,454.96963362994467,481.41763839927256,36.5,24.8,6.6,1.22,125.0,0.73,1.12,36.4,4.14,Sandstone,0
2024-06-06 21:00:00,637.9448815004473,233.7996901662638,83.9,13.7,3.09,1.69,318.0,0.68,1.34,33.4,6.01,Granite,0
2024-06-06 22:00:00,731.9429016100485,450.99055729637587,41.8,16.9,1.24,1.55,420.0,0.2,1.73,26.5,3.2,Shale,0
2024-06-06 23:00:00,966.0154376165353,875.8786691434863,33.7,20.5,4.0,0.92,371.0,0.16,1.1,12.7,2.51,Basalt,0
2024-06-07 00:00:00,206.20018344432452,365.4355838364302,62.7,19.7,0.66,1.12,493.0,0.54,1.77,28.6,3.51,Shale,0
2024-06-07 01:00:00,913.7619609026614,614.2329708195147,70.6,24.4,4.22,0.82,51.0,0.8,1.01,32.1,4.62,Basalt,0
2024-06-07 02:00:00,715.362049885213,175.10756185184468,31.8,7.3,0.25,2.19,448.0,0.18,2.02,27.4,3.35,Sandstone,0
2024-06-07 03:00:00,567.3885362509895,736.8152145550325,66.2,16.6,5.86,1.81,326.0,0.29,1.5,35.2,5.5,Granite,0
2024-06-07 04:00:00,466.1617262185717,454.24335059253417,59.3,18.8,3.95,0.88,51.0,0.54,1.47,20.0,3.94,Sandstone,0
2024-06-07 05:00:00,744.7723866522294,261.19875401783884,35.7,22.8,3.73,1.56,259.0,0.33,0.97,20.8,3.83,Granite,0
2024-06-07 06:00:00,405.29419747542136,807.6157933167489,39.5,22.5,1.65,1.37,395.0,1.17,1.17,42.7,4.47,Basalt,0
2024-06-07 07:00:00,741.5077413065071,983.152705712072,61.2,24.6,2.95,0.93,132.0,0.1,1.01,41.4,3.39,Shale,0
2024-06-07 08:00:00,764.6426411174043,356.6789351600412,46.3,15.2,1.54,1.28,355.0,0.09,1.89,12.3,2.99,Basalt,0
2024-06-07 09:00:00,263.8402468360371,185.36771136996464,81.6,21.6,5.91,1.72,113.0,1.1,0.62,14.8,5.45,Limestone,0
2024-06-07 10:00:00,373.1160149848262,278.6588669214011,75.0,13.5,1.67,1.78,412.0,0.68,0.86,27.7,5.07,Limestone,0
2024-06-07 11:00:00,310.9899648778984,774.1587569064194,84.1,13.4,4.97,3.1,306.0,0.4,2.23,27.3,6.71,Basalt,0
2024-06-07 12:00:00,828.7317432919357,333.9528173660542,44.3,10.1,2.31,1.27,65.0,0.26,1.34,8.1,2.83,Basalt,0
2024-06-07 13:00:00,213.55937806739502,270.1911945534394,83.3,21.4,5.29,1.11,91.0,0.59,2.25,41.6,5.02,Granite,0
2024-06-07 14:00:00,158.84272686956413,798.1623620805208,53.7,24.7,4.37,1.53,439.0,0.44,1.85,36.0,3.94,Shale,0
2024-06-07 15:00:00,358.1837919820888,436.6228751597308,49.1,10.1,3.45,1.14,65.0,0.5,1.95,36.9,4.78,Limestone,0
2024-06-07 16:00:00,424.06326423975986,509.6683933657988,32.8,6.1,5.42,0.97,184.0,0.34,1.51,32.7,3.85,Basalt,0
2024-06-07 17:00:00,488.12025077432617,968.9437506692069,32.9,21.3,3.38,0.84,305.0,0.63,0.88,11.7,2.98,Basalt,0
2024-06-07 18:00:00,714.5863471737597,657.8234837030582,68.1,17.4,6.59,0.31,146.0,0.92,1.27,19.6,4.47,Sandstone,0
2024-06-07 19:00:00,396.9625528475027,348.66793374774966,55.2,24.2,5.86,1.64,151.0,0.91,0.65,18.1,5.17,Basalt,0
2024-06-07 20:00:00,885.5179869503818,280.36482116513855,42.5,10.0,4.37,0.63,399.0,0.58,1.12,44.5,3.05,Granite,0
2024-06-07 21:00:00,827.4163111416369,540.704865634076,63.8,6.4,7.03,0.86,181.0,0.37,0.93,9.5,5.53,Basalt,0
2024-06-07 22:00:00,454.5847898133666,812.0850156743971,43.9,14.8,6.65,1.37,67.0,0.57,0.48,27.2,4.81,Shale,0
2024-06-07 23:00:00,886.2292976079021,243.54950508493656,61.8,6.7,4.3,1.07,375.0,1.22,1.51,35.9,4.12,Granite,0
2024-06-08 00:00:00,790.9003702084739,573.1492953931994,49.8,10.2,0.64,2.89,479.0,0.32,1.44,21.3,3.82,Basalt,0
2024-06-08 01:00:00,785.1553670165354,705.5800697133591,75.3,7.5,4.57,0.67,424.0,0.28,2.3,26.1,5.25,Limestone,0
2024-06-08 02:00:00,786.3670959300629,196.65850911151648,75.1,9.5,2.91,2.99,297.0,0.6,0.66,11.6,5.59,Shale,0
2024-06-08 03:00:00,314.99298034348726,762.5310853986642,56.3,7.1,4.37,2.12,241.0,0.77,2.1,13.3,6.08,Sandstone,0
2024-06-08 04:00:00,205.62472255639733,865.8222017878678,49.3,24.1,5.21,1.76,466.0,0.33,0.38,32.8,4.38,Limestone,0
2024-06-08 05:00:00,675.8864338226201,729.7076927441992,49.9,10.6,5.19,2.17,395.0,0.58,1.13,34.0,5.15,Sandstone,0
2024-06-08 06:00:00,621.6998165393502,223.16975496685617,74.3,13.9,5.42,1.44,307.0,0.16,3.28,27.3,5.16,Limestone,0
2024-06-08 07:00:00,697.0511555265267,331.92759728350745,48.0,23.0,5.47,0.62,446.0,0.36,1.2,41.2,4.05,Limestone,0
2024-06-08 08:00:00,528.7239497627658,271.31604856345825,41.5,18.5,0.96,1.5,321.0,1.74,0.85,19.9,3.14,Limestone,0
2024-06-08 09:00:00,198.79236855234376,898.4984117192662,34.7,17.4,1.61,0.68,488.0,0.68,1.17,34.0,2.08,Granite,0
2024-06-08 10:00:00,829.9899490473238,687.389156455822,55.7,19.1,5.08,0.99,436.0,0.19,1.87,34.0,4.27,Limestone,0
2024-06-08 11:00:00,972.5131535118763,569.9807542024846,56.5,21.6,3.32,1.18,298.0,0.22,1.06,23.5,3.67,Basalt,0
2024-06-08 12:00:00,762.4334823935596,565.593755069809,76.2,22.6,6.13,0.85,465.0,0.11,1.49,38.1,4.69,Basalt,0
2024-06-08 13:00:00,458.1997619242221,789.3522070578723,42.2,17.9,1.09,1.78,204.0,1.87,1.48,26.0,4.57,Basalt,0
2024-06-08 14:00:00,771.8650301894572,475.1813120424064,51.0,22.8,1.61,1.12,365.0,0.14,1.61,30.0,3.16,Sandstone,0
2024-06-08 15:00:00,265.0152273120219,311.9080838332595,74.5,15.7,4.51,1.44,127.0,0.03,2.05,6.8,5.12,Limestone,0
2024-06-08 16:00:00,988.657483032509,668.2664481656134,75.3,10.5,4.06,1.22,453.0,0.09,3.29,32.6,5.69,Sandstone,0
2024-06-08 17:00:00,732.8037237309104,881.8997258295661,51.2,22.6,2.2,1.28,162.0,0.39,1.28,31.0,2.73,Sandstone,0
2024-06-08 18:00:00,708.5090558386388,524.6104556914495,55.3,15.8,3.33,0.86,477.0,0.18,1.44,41.3,3.17,Limestone,0
2024-06-08 19:00:00,465.15082220938774,424.99019019317217,46.7,23.1,0.38,0.76,58.0,0.42,0.67,10.6,2.66,Basalt,0
2024-06-08 20:00:00,806.1299974632146,114.13670158097949,81.3,5.8,0.39,1.15,357.0,0.52,1.96,12.6,4.48,Basalt,0
2024-06-08 21:00:00,820.3592359610326,992.999508192184,36.5,13.0,0.85,0.83,118.0,0.2,2.41,24.2,3.19,Basalt,0
2024-06-08 22:00:00,650.6869227990958,413.4060001175138,81.4,24.0,4.66,2.13,397.0,0.15,1.72,18.9,4.29,Basalt,0
2024-06-08 23:00:00,979.014415965745,887.7558753660644,67.6,10.0,6.92,0.7,271.0,0.91,0.61,10.6,5.5,Limestone,0
2024-06-09 00:00:00,579.6133111398024,579.3218020430131,59.2,23.8,2.16,3.11,459.0,0.5,1.0,11.1,5.06,Granite,0
2024-06-09 01:00:00,434.9054243768741,138.51435949998108,31.8,24.1,0.37,1.38,372.0,0.03,1.25,33.6,2.76,Shale,0
2024-06-09 02:00:00,256.11646512415786,418.9333396203346,56.2,22.6,5.7,1.26,396.0,0.08,0.8,34.9,3.96,Basalt,0
2024-06-09 03:00:00,575.6484826111312,317.6682267519308,52.4,16.3,6.86,0.98,104.0,0.06,3.57,40.7,5.36,Granite,0
2024-06-09 04:00:00,241.69159566408715,459.2941563834987,38.9,17.9,1.19,1.59,93.0,0.31,1.5,17.4,3.64,Limestone,0
2024-06-09 05:00:00,604.9794049141453,468.37560786877464,66.1,22.4,3.15,1.13,433.0,0.45,1.95,23.1,4.09,Granite,0
2024-06-09 06:00:00,558.4491705140885,670.5432484133979,83.4,20.5,1.35,1.38,152.0,0.31,1.96,10.6,5.4,Shale,0
2024-06-09 07:00:00,761.5489874835507,669.0693356603912,60.9,17.6,0.94,1.71,440.0,0.2,1.29,10.0,4.78,Limestone,0
2024-06-09 08:00:00,962.5493000950758,751.2580896704096,69.3,24.6,5.22,1.6,114.0,1.02,0.67,5.4,5.44,Shale,0
2024-06-09 09:00:00,552.4143531492184,889.5720543267557,33.8,18.7,7.74,2.01,189.0,0.51,1.81,11.8,4.49,Basalt,0
2024-06-09 10:00:00,407.26175187264727,593.8144642645038,53.0,24.5,5.46,1.51,468.0,0.15,3.34,16.2,5.01,Limestone,0
2024-06-09 11:00:00,149.60870038722027,351.23268982704826,36.4,6.1,7.88,0.83,428.0,0.16,1.01,27.6,3.59,Shale,0
2024-06-09 12:00:00,217.04287132412003,927.3564328391317,63.7,7.8,3.53,0.53,74.0,0.17,0.92,29.9,3.91,Limestone,0
2024-06-09 13:00:00,388.48688929050985,853.0947156275728,81.6,14.0,7.19,1.33,252.0,0.26,1.86,26.9,6.04,Sandstone,0
2024-06-09 14:00:00,534.9213942341847,464.22053516118706,66.4,12.7,1.72,1.34,459.0,0.38,1.94,6.3,3.98,Basalt,0
2024-06-09 15:00:00,155.33203483565623,482.8412967678573,34.2,20.7,1.03,2.64,57.0,0.56,2.16,25.8,3.83,Granite,0
2024-06-09 16:00:00,847.9804294098857,501.8057730393795,49.5,8.2,5.65,1.17,98.0,0.16,1.14,23.0,3.65,Sandstone,0
2024-06-09 17:00:00,244.87386698669528,462.41936147066946,60.3,24.5,3.03,1.42,340.0,0.09,1.14,35.9,3.38,Sandstone,0
2024-06-09 18:00:00,408.0396522054125,942.7152605606623,52.2,11.3,2.61,1.67,97.0,0.55,0.33,41.3,4.04,Limestone,0
2024-06-09 19:00:00,354.25312317731414,285.42247818170017,75.9,13.6,5.4,1.5,252.0,0.84,1.25,31.5,6.22,Limestone,0
2024-06-09 20:00:00,941.2006148405643,710.1936285222062,74.8,10.5,2.73,1.71,279.0,2.03,0.92,33.5,5.32,Sandstone,0
2024-06-09 21:00:00,601.424311993344,247.65798132063725,63.7,16.6,4.62,0.88,437.0,0.55,0.41,20.5,4.56,Shale,0
2024-06-09 22:00:00,237.454424337695,128.8976936362613,50.5,6.2,2.47,0.83,481.0,0.18,3.15,28.7,2.41,Granite,0
2024-06-09 23:00:00,249.20866915176626,179.38467289971123,44.0,8.0,6.29,1.09,281.0,0.68,1.38,26.9,4.69,Granite,0
2024-06-10 00:00:00,998.8079031382276,132.7737704095972,35.8,19.9,2.57,0.51,280.0,0.32,0.5,43.9,3.32,Limestone,0
2024-06-10 01:00:00,536.7081537694596,831.7714263759926,49.5,8.7,4.33,1.2,377.0,0.1,1.47,34.3,3.38,Basalt,0
2024-06-10 02:00:00,618.3766037041033,992.9173707246833,52.7,9.7,0.28,0.94,137.0,0.35,3.1,16.1,3.31,Sandstone,0
2024-06-10 03:00:00,758.5166904132657,949.6651019614633,67.2,20.9,6.35,1.39,473.0,0.49,2.23,40.5,5.28,Basalt,0
2024-06-10 04:00:00,696.7168042223112,117.0929854484608,66.2,6.9,5.0,1.1,51.0,1.54,1.98,26.5,5.89,Sandstone,0
2024-06-10 05:00:00,176.423248464665,832.3250140273021,33.9,13.7,1.62,0.81,51.0,0.4,0.66,11.3,2.17,Limestone,0
2024-06-10 06:00:00,311.51357254005575,401.4382678307206,51.7,5.5,1.8,2.06,332.0,0.16,0.93,38.3,3.26,Limestone,0
2024-06-10 07:00:00,576.1755287975338,175.5179132868039,40.0,11.9,2.17,1.26,204.0,0.06,0.79,26.1,3.43,Granite,0
2024-06-10 08:00:00,578.8531963958403,460.97716191711817,38.6,19.0,4.65,1.72,229.0,0.11,1.23,8.2,4.37,Sandstone,0
